,pace_lap,num_laps,num_stints,overall_speed,GridPosition,Position,points finish?,finish?,top six finish?,places made
GIO_2019_Australia,-0.17072776154079072,0.6837499401690955,0.795822425754221,0.5121527600486238,14.0,15.0,0,1,0,-1.0
VER_2022_Australia,1.066331418748639,0.014474195661775933,-0.06440862997860221,-0.41474928951712353,2.0,18.0,0,0,0,-16.0
SAI_2022_Australia,1.0352466047876936,0.7864312976231663,1.867850269379471,0.26233895868369844,9.0,20.0,0,0,0,-11.0
MSC_2022_Australia,-0.911987675664182,-0.5644936308092668,0.5796776698074222,-0.18489533390495844,15.0,13.0,0,1,0,2.0
HAM_2022_Australia,0.7440175690716235,0.20746347115212355,-1.0305380796576387,-0.061549160381602484,5.0,4.0,1,1,1,1.0
OCO_2022_Australia,0.016581963674090722,0.5934420221328187,-0.06440862997860221,0.4973008100046669,8.0,7.0,1,1,0,1.0
ZHO_2022_Australia,-0.8590585600654398,-0.17851507982857168,0.5796776698074222,0.6330848186548772,14.0,11.0,0,1,0,3.0
ALB_2022_Australia,-0.6624938245940369,0.8829259353683402,0.25763451991441,-0.4357644785651983,20.0,10.0,1,1,0,10.0
TSU_2022_Australia,-0.06444238747001275,0.7864312976231663,-1.0305380796576387,-0.8351542203594584,13.0,15.0,0,1,0,-2.0
MAG_2022_Australia,-0.6940372669576848,-0.4679989930640931,0.25763451991441,0.2654445308069776,16.0,14.0,0,1,0,2.0
STR_2022_Australia,-0.9782340004989837,0.11096883340694974,-0.06440862997860221,-1.1507850872585015,19.0,12.0,0,1,0,7.0
LEC_2022_Australia,0.9526934923012486,0.30395810889729735,0.5796776698074222,-0.29825403194129374,1.0,1.0,1,1,1,0.0
ALO_2022_Australia,1.1752811437461819,-0.17851507982857168,-0.06440862997860221,1.1863063816445831,10.0,17.0,0,1,0,-7.0
PER_2022_Australia,0.9347560258844407,-0.2750097175737455,0.5796776698074222,1.7508823251606238,3.0,2.0,1,1,1,1.0
GAS_2022_Australia,0.2364688034142206,0.49694738438764496,-0.7084949297646266,-0.19842479080697958,11.0,9.0,1,1,0,2.0
LAT_2022_Australia,-1.4423659440338858,0.30395810889729735,-0.06440862997860221,0.04317089023615922,18.0,16.0,0,1,0,2.0
VET_2022_Australia,-2.480089143215347,-3.8453113141451762,-2.962796979015712,-1.3252949626252217,17.0,19.0,0,0,0,-2.0
NOR_2022_Australia,0.7199820438623113,-0.17851507982857168,0.25763451991441,-0.34522942125656964,4.0,5.0,1,1,1,-1.0
RIC_2022_Australia,0.6061742547038249,0.11096883340694974,-0.06440862997860221,0.10966290550441365,7.0,6.0,1,1,1,1.0
RUS_2022_Australia,-0.06291362612767118,0.6899366598779926,-0.3864517798716144,0.1733425742985833,6.0,3.0,1,1,1,3.0
BOT_2022_Australia,0.6680890890686587,0.40045274664247116,1.5458071194864587,0.32856658162230284,12.0,8.0,1,1,0,4.0
VAN_2018_Austria,-0.524887978776714,0.03964089442362758,0.8141851537298872,-0.2226771211416537,15.0,15.0,0,0,0,0.0
HAM_2018_Austria,1.0948551592228142,0.4558702858717142,1.1250558487903897,-0.046637407074372805,2.0,16.0,0,0,0,-14.0
VER_2018_Austria,0.8638668058181551,0.693715652413478,-1.0510390166331274,0.0565602192334477,4.0,1.0,1,1,1,3.0
OCO_2018_Austria,0.020791021305268133,0.693715652413478,-0.11842693145162012,0.17771725390504428,11.0,6.0,1,1,1,5.0
HAR_2018_Austria,-0.6957513377713258,1.8234811434868559,0.19244376360888235,-0.17661779530108948,19.0,17.0,0,0,0,2.0
HUL_2018_Austria,0.12051896025961306,0.2180249193299504,0.5033144586693848,0.10497006171401409,10.0,20.0,0,0,0,-10.0
MAG_2018_Austria,0.3274688451417508,-0.7333565468371047,-1.0510390166331274,-0.7138317678409536,8.0,5.0,1,1,1,3.0
STR_2018_Austria,-1.2207929955725823,0.39640894423627326,-0.11842693145162012,1.6911937421246874,14.0,14.0,0,1,0,0.0
LEC_2018_Austria,-0.14369282329204883,-0.4360498386599,0.8141851537298872,-0.1960258260668285,18.0,9.0,1,1,0,9.0
ALO_2018_Austria,-0.0875838487722859,-0.6144338635662229,0.19244376360888235,-0.04310633197376175,13.0,8.0,1,1,0,5.0
PER_2018_Austria,-0.10218755390064516,1.2883290687678874,-0.11842693145162012,-0.4881576527727537,16.0,7.0,1,1,0,9.0
GAS_2018_Austria,-0.16900911684917155,-0.019820447211813367,-0.11842693145162012,-0.30000158719509407,12.0,11.0,0,1,0,1.0
ERI_2018_Austria,-0.44138744723025813,-0.25766581375357717,0.5033144586693848,-1.4886295271463874,20.0,10.0,1,1,0,10.0
GRO_2018_Austria,0.5728495357845451,-0.37658849702445907,-0.740168321572625,-0.903377049847148,5.0,4.0,1,1,1,1.0
RAI_2018_Austria,0.8907875847150795,0.15856357769450946,1.1250558487903897,0.8018498392398695,3.0,2.0,1,1,1,1.0
VET_2018_Austria,1.5315828271523617,0.693715652413478,0.8141851537298872,0.2388231536643894,6.0,3.0,1,1,1,3.0
RIC_2018_Austria,0.7110082793466224,-0.25766581375357717,-0.42929762651212255,-0.47667932033858673,7.0,18.0,0,0,0,-11.0
SAI_2018_Austria,-0.23912932261182127,-0.19820447211813622,0.5033144586693848,0.6285505288058351,9.0,12.0,0,1,0,-3.0
BOT_2018_Austria,1.4393818365202717,0.7531769940489189,1.4359265438508921,0.37640232283007424,1.0,19.0,0,0,0,-18.0
SIR_2018_Austria,-1.1017727917436169,-1.2090472799206322,-1.6727804067541323,0.44626164795380646,17.0,13.0,0,1,0,4.0
