,pace_lap,num_laps,num_stints,overall_speed,pace_s1,pace_s2,pace_s3,soft_fastest_lap,medium_fastest_lap,GridPosition_std,GridPosition,Position_std,Position,points finish?,finish?,top six finish?,places made
NOR_2020_Portugal,0.634530567,-0.121267813,-0.259549872,-0.487494778,0.527301214,0.366271187,1.159412933,0.301185441,0.706191954,0.422577128,8,-0.422577128,13,0,1,0,-5
BOT_2020_Portugal,0.571884107,1.091410313,0.852806722,0.142281204,1.228812908,1.087125684,0.671367074,1.790842126,0.239103326,1.436762234,2,1.436762234,2,1,1,1,0
GIO_2020_Portugal,-0.498326251,0.48507125,0.111235659,0.477614113,-1.005378149,-0.488146723,-0.085008061,-1.005879829,-1.244396469,-1.098700532,17,-0.76063883,15,0,1,0,2
RIC_2021_Portugal,0.024079201,0.246204868,0.60803351,-0.249075919,0.154391424,-0.352001398,-0.719648041,-0.032833034,0.175165792,-0.929669681,16,0.253546277,9,1,1,0,7
RUS_2021_Portugal,-0.318125603,-0.128026531,-0.114006283,-0.092579221,0.095976205,-0.745287834,-0.164706158,-0.70028255,-0.551590347,-0.084515426,11,-0.929669681,16,0,1,0,-5
SAI_2021_Portugal,0.667564433,0.807551966,0.60803351,-0.836214349,0.495565893,0.700175523,0.751745277,0.618695667,0.378389891,0.929669681,5,-0.084515426,11,0,1,0,-6
MSC_2021_Portugal,-1.396221655,0.059089168,-1.55808587,-0.406825809,-1.403964005,-1.359767052,-1.412186351,-0.585162817,-0.697108837,-1.436762234,19,-1.098700532,17,0,1,0,2
HAM_2021_Portugal,1.614946486,1.181783365,0.60803351,0.959922013,1.905960743,1.433331513,1.14929416,1.01671602,0.363336254,1.436762234,2,1.605793085,1,1,1,1,1
VER_2021_Portugal,1.546722736,-1.812067827,-0.114006283,0.06091293,2.029593972,1.481690449,1.312587405,1.305740031,0.573250858,1.267731383,3,1.436762234,2,1,1,1,1
OCO_2021_Portugal,0.53748514,-0.50225793,-0.114006283,0.34286225,0.134426728,0.475035077,0.988552373,0.851384489,1.062494059,0.76063883,6,0.591607979,7,1,1,0,-1
TSU_2021_Portugal,-0.176233741,0.994667666,0.60803351,-0.002945048,-0.046523134,0.27314005,-0.108756351,0.085960733,0.828326373,-0.591607979,14,-0.76063883,15,0,1,0,-1
STR_2021_Portugal,-0.135274103,-0.50225793,-0.836046077,0.33198638,-0.592731862,-1.318982706,-0.319069301,-0.553321189,0.712915156,-1.098700532,17,-0.591607979,14,0,1,0,3
LEC_2021_Portugal,0.822741377,0.620436267,1.330073304,-0.772147866,0.333756789,0.71337554,0.794131355,0.67870489,-0.037257751,0.422577128,8,0.76063883,6,1,1,1,2
ALO_2021_Portugal,0.41019996,0.620436267,-0.836046077,1.516455273,-0.182790107,0.570568643,0.508623325,1.00446924,0.830835312,-0.422577128,13,0.422577128,8,1,1,0,5
PER_2021_Portugal,0.569502488,-0.876489329,-0.836046077,-0.290993794,0.09948851,1.197317356,0.783797955,0.875878049,0.322356909,1.098700532,4,1.098700532,4,1,1,1,0
GAS_2021_Portugal,-0.549829652,2.117361863,-0.114006283,0.540032815,-0.493352043,-0.503295779,-0.419086416,0.221899992,1.176232649,0.253546277,9,0.084515426,10,1,1,0,-1
MAZ_2021_Portugal,-1.986892366,-0.50225793,-1.55808587,-0.510878154,-1.850396788,-1.472645688,-2.330255227,-1.328542369,-3.036276756,-1.605793085,20,-1.436762234,19,0,1,0,1
RAI_2021_Portugal,-1.361416732,-1.437836428,-0.836046077,-0.039557852,-1.049405794,-1.120020232,-0.851280022,0.171688193,-1.149554259,-0.76063883,15,-1.605793085,20,0,0,0,-5
LAT_2021_Portugal,-1.029311306,-0.128026531,2.052113097,-0.301559916,-1.110778746,-0.911583355,-1.169214753,-1.378754167,-1.162098956,-1.267731383,18,-1.267731383,18,0,1,0,0
VET_2021_Portugal,-0.676956861,0.807551966,-0.836046077,-0.896089416,-0.048804815,-0.678276169,0.008792912,-0.702731906,0.609212324,0.084515426,10,-0.422577128,13,0,1,0,-3
NOR_2021_Portugal,0.305465148,-1.437836428,0.60803351,-0.364621561,0.379179112,0.536223931,-0.051166324,0.346817149,-0.045620883,0.591607979,7,0.929669681,5,1,1,1,2
BOT_2021_Portugal,1.131555049,-0.128026531,1.330073304,1.011317243,1.150407918,1.081002132,1.247844184,0.900371609,0.434422873,1.605793085,1,1.267731383,3,1,1,1,-2
RIC_2021_Qatar,-0.482419964,-0.574292357,-0.511707564,-0.463390714,-0.733125673,-0.393894408,0.274690447,-0.024495295,-0.001328071,-0.591607979,14,-0.253546277,12,0,1,0,2
RUS_2021_Qatar,-0.598812613,0.265058011,-1.321911206,0.210530697,-0.439079035,-0.626797129,-1.067769179,-0.209959675,0.331048504,-0.76063883,15,-1.098700532,17,0,1,0,-2
SAI_2021_Qatar,0.770223803,0.684733195,1.918903364,0.551487157,0.687495728,0.815338338,0.344792777,0.555518306,-0.783812878,0.929669681,5,0.591607979,7,1,1,0,-2
MSC_2021_Qatar,-1.60687577,0.544841467,-0.106605742,0.339409372,-1.781621247,-1.742641787,-1.636766426,-0.872207482,-1.427747624,-1.436762234,19,-0.929669681,16,0,1,0,3
HAM_2021_Qatar,1.520010934,-0.154617173,1.108699721,0.941962408,1.385734646,1.674990002,1.007259798,1.132907411,0.968522365,1.605793085,1,1.605793085,1,1,1,1,0
VER_2021_Qatar,1.572442702,-1.693426182,-0.106605742,1.307751979,1.423757847,1.417571204,1.743918452,0.902826601,0.868737605,0.591607979,7,1.436762234,2,1,1,1,5
OCO_2021_Qatar,0.056247913,0.964516651,1.108699721,-0.250846762,0.123271095,-0.128530586,-0.223815011,0.414670358,0.608866504,0.253546277,9,0.929669681,5,1,1,1,4
TSU_2021_Qatar,-0.283659014,1.663975292,-0.106605742,-1.042144666,-0.493264597,-0.040605646,-0.349220293,-0.001749664,0.995083776,0.422577128,8,-0.422577128,13,0,1,0,-5
STR_2021_Qatar,-0.514547273,-1.693426182,-1.727013028,0.044993775,-0.149656169,-0.669745663,0.290755564,-0.019246304,0.395657341,-0.253546277,12,0.76063883,6,1,1,1,6
LEC_2021_Qatar,-0.022613922,0.544841467,1.108699721,-1.00381677,0.172957853,0.261411222,1.269267258,0.356056615,-0.476561963,-0.422577128,13,0.422577128,8,1,1,0,5
ALO_2021_Qatar,0.795604377,-0.714184085,-1.321911206,0.701886952,0.795092053,0.758928664,0.384225338,0.434791493,1.082664645,1.267731383,3,1.267731383,3,1,1,1,0
PER_2021_Qatar,0.769259984,-0.993967542,0.298496079,1.545707213,0.262359028,1.164124919,0.409053246,0.732234365,0.698601001,-0.084515426,11,1.098700532,4,1,1,1,7
GAS_2021_Qatar,1.167895631,1.244300108,-0.511707564,-0.00865641,1.235974557,0.831546189,1.20705144,0.841588363,-0.375341451,1.436762234,2,-0.084515426,11,0,1,0,-9
RAI_2021_Qatar,-0.643699054,0.964516651,-0.106605742,-0.768840783,-0.617948034,-0.746653501,-1.031939095,-0.492530404,-1.563426182,-0.929669681,16,-0.591607979,14,0,1,0,2
LAT_2021_Qatar,-1.165446548,0.544841467,-0.106605742,0.56145357,-0.998180036,-1.464089224,-1.450118972,-0.951817192,0.326023372,-1.098700532,17,-1.436762234,19,0,0,0,-2
VET_2021_Qatar,-0.322040439,-0.714184085,-0.916809385,-1.560174434,-0.141958221,-0.665932051,-0.512792397,-0.175841228,0.275772054,0.084515426,10,0.084515426,10,1,1,0,0
NOR_2021_Qatar,-1.069450149,-1.413642726,0.298496079,-0.294612417,-0.404388283,-0.653855614,-0.371419364,0.044616431,-0.187975823,1.098700532,4,0.253546277,9,1,1,0,-5
BOT_2021_Qatar,1.350121726,0.544841467,1.513801543,0.02995612,1.497704805,1.149347173,1.014270031,1.201144306,1.169527637,0.76063883,6,-1.605793085,20,0,0,0,-14
GIO_2021_Qatar,-1.292242325,-0.014725445,-0.511707564,-0.842656288,-1.825126318,-0.940512102,-1.301443613,-0.529273347,-0.279146071,-1.267731383,18,-0.76063883,15,0,1,0,3
RIC_2019_Russia,0.203425173,-0.698443045,-0.650917337,0.162748356,0.28516671,0.038551186,-0.028424033,-0.105066046,,0.084515426,10,-1.436762234,19,0,0,0,-9
BOT_2019_Russia,0.976091985,-0.224922337,-0.244094001,-0.31337673,0.575900486,1.142583108,1.653319637,1.085199408,0.539676023,1.098700532,4,1.436762234,2,1,1,1,2
RUS_2019_Russia,-1.209861832,1.787540676,0.976376006,-0.662679167,-0.928641552,-1.292900964,-1.472998723,-1.481793538,-0.87496531,-1.098700532,17,-1.098700532,17,0,0,0,0
SAI_2019_Russia,0.061231597,0.840499258,0.976376006,0.438845675,-0.126203112,0.437229381,-0.478599006,-0.125354661,-1.739521773,0.929669681,5,0.76063883,6,1,1,1,-1
HAM_2019_Russia,0.49455426,0.366978549,-1.057740673,-0.592973285,0.50715866,0.692545999,1.476743987,1.302577433,1.313833925,1.436762234,2,1.605793085,1,1,1,1,1
VER_2019_Russia,0.798758618,-0.224922337,1.790022677,0.712077375,0.55025369,0.309755816,1.200263691,1.270695323,1.473473939,0.253546277,9,1.098700532,4,1,1,1,5
HUL_2019_Russia,0.518610716,-0.106542159,-0.650917337,-0.228545625,0.325528882,0.319685821,0.46561605,0.054344506,-0.097922348,0.76063883,6,0.084515426,10,1,1,0,-4
KVY_2019_Russia,-0.843822337,-2.474145703,-0.650917337,2.229665875,-1.283912762,-1.291053523,-0.161692182,-0.830625587,-0.967287246,-1.436762234,19,-0.253546277,12,0,1,0,7
ALB_2019_Russia,-0.891662847,-0.816823223,-1.057740673,-0.587405861,-0.330041098,0.420417649,-0.260667481,0.102650734,-0.080611985,1.774823936,0,0.929669681,5,1,1,1,-5
MAG_2019_Russia,-0.212940497,-0.9352034,-1.057740673,-0.460131253,-0.133590834,-0.341652578,-0.332877629,-0.066421063,0.027096941,-0.422577128,13,0.253546277,9,1,1,0,4
STR_2019_Russia,-0.372738018,0.485358726,-1.057740673,0.621523983,-0.20863925,-0.489725132,-0.375255785,-0.406496907,-0.439321174,-0.591607979,14,-0.084515426,11,0,1,0,3
LEC_2019_Russia,1.882831404,-0.343302514,0.56955267,0.169185584,1.854403846,1.709424799,1.486734451,1.685162758,1.549447199,1.605793085,1,1.267731383,3,1,1,1,-2
PER_2019_Russia,0.403435963,-0.343302514,-0.650917337,0.509346164,0.860327673,0.355018168,-0.309458121,-0.369784174,0.110763695,-0.084515426,11,0.591607979,7,1,1,0,4
GAS_2019_Russia,0.118435909,-0.224922337,0.162729334,0.530312695,-0.260353284,0.176000943,0.083655038,-0.083811305,-1.502946812,-0.929669681,16,-0.591607979,14,0,1,0,2
GRO_2019_Russia,0.117210103,0.366978549,-0.244094001,-0.779988614,0.089872655,-0.241336425,0.126033194,0.163516581,-0.008485472,0.422577128,8,-1.605793085,20,0,0,0,-12
RAI_2019_Russia,-0.899664641,0.840499258,0.162729334,-0.650823945,-0.091441793,-1.472762734,-1.143545732,-0.866372196,,-0.76063883,15,-0.422577128,13,0,1,0,2
VET_2019_Russia,1.746971163,-0.343302514,0.56955267,0.514159653,1.939542804,1.694183394,1.055982798,1.379867398,1.397500679,1.267731383,3,-1.267731383,18,0,0,0,-15
NOR_2019_Russia,0.017511159,0.958879435,2.603669349,-0.299021839,-0.4552269,0.412658388,-0.257600641,-0.048064697,-0.395083579,0.591607979,7,0.422577128,8,1,1,0,-1
KUB_2019_Russia,-2.420856685,1.905920853,-0.244094001,-0.86350409,-2.576763613,-2.089544768,-2.120566689,-2.3812555,,-1.267731383,18,-0.929669681,16,0,0,0,2
GIO_2019_Russia,-0.487521194,-0.816823223,-0.244094001,-0.44941495,-0.59334121,-0.489078528,-0.606662822,-0.278968466,-0.305646704,-0.253546277,12,-0.76063883,15,0,1,0,-3
RIC_2020_Russia,0.836787483,-0.992876255,0.341598229,-0.094921992,0.67889154,0.958691606,0.491046118,0.159037231,0.878461406,0.929669681,5,0.929669681,5,1,1,1,0
RUS_2020_Russia,-1.568572723,0.052256645,-0.377555937,-0.176253835,0.312346807,-1.290478879,-0.862905445,-0.495008465,-1.60769332,-0.422577128,13,-1.267731383,18,0,1,0,-5
SAI_2020_Russia,0.278330027,-0.992876255,-0.017978854,0.096891879,-0.130626405,0.183676234,-0.015383841,0.941614295,0.762346239,0.76063883,6,-1.436762234,19,0,0,0,-13
HAM_2020_Russia,1.613070551,-0.121932172,0.341598229,1.000559225,1.41728421,1.882748396,1.309058521,2.270856419,1.460327405,1.605793085,1,1.267731383,3,1,1,1,-2
VER_2020_Russia,1.646103873,-0.818687438,-0.377555937,1.057293564,1.966867347,0.866556912,1.553522001,0.599948633,0.59720467,1.436762234,2,1.436762234,2,1,1,1,0
OCO_2020_Russia,-0.82216538,-0.470309805,-1.096710104,-0.950763329,0.146621793,-0.062919566,1.044343632,0.708956249,1.001027414,0.591607979,7,0.591607979,7,1,1,0,0
KVY_2020_Russia,0.159993009,0.749011912,-1.456287187,-0.602668395,0.276472215,-0.33300068,-0.124741468,-0.151715824,-0.268498403,-0.084515426,11,0.422577128,8,1,1,0,3
ALB_2020_Russia,-0.222707743,0.400634278,2.139483645,0.406544192,-0.074474871,0.021085597,0.121457847,0.116735768,0.370135011,-0.76063883,15,0.084515426,10,1,1,0,5
MAG_2020_Russia,-0.894547218,0.226445462,-1.456287187,-0.172144476,-0.819418553,-0.499927068,-1.253902355,-1.262942715,-0.317524806,-1.267731383,18,-0.253546277,12,0,1,0,6
STR_2020_Russia,0.349545984,0.226445462,-0.377555937,-0.872791231,0.193414738,-0.141505041,0.154728022,-0.093144567,0.446254954,-0.253546277,12,-1.605793085,20,0,0,0,-8
LEC_2020_Russia,0.191666136,0.400634278,0.341598229,-0.526685476,0.084621141,0.313748744,-0.629290936,-0.213541039,0.682355792,0.084515426,10,0.76063883,6,1,1,1,4
PER_2020_Russia,0.202839171,0.923200728,-0.737133021,0.382687308,-0.537725025,0.410580502,0.541819302,0.687805517,0.701708319,1.098700532,4,1.098700532,4,1,1,1,0
GAS_2020_Russia,0.949003621,0.749011912,0.341598229,1.122595136,0.959649209,0.204150612,0.945979633,-0.190763328,-0.882618615,0.253546277,9,0.253546277,9,1,1,0,0
GRO_2020_Russia,-1.478581209,0.574823095,-1.096710104,-1.085844642,-1.641258639,-0.958071353,-1.945632737,-0.947308723,-2.099247523,-0.929669681,16,-1.098700532,17,0,1,0,-1
RAI_2020_Russia,-0.606865846,0.749011912,1.420329479,0.513793977,-0.876505946,-0.683473832,-0.918018217,-1.368696373,-0.205280146,-1.436762234,19,-0.591607979,14,0,1,0,5
LAT_2020_Russia,-0.52984477,-2.908953238,-0.377555937,0.596803029,-0.152853054,-1.136921055,-0.815169973,-1.004253,,-1.605793085,20,-0.929669681,16,0,1,0,4
VET_2020_Russia,0.422413606,0.574823095,0.701175312,-0.77381634,-0.50380014,-0.165893636,0.795540569,0.131378582,0.286274058,-0.591607979,14,-0.422577128,13,0,1,0,1
NOR_2020_Russia,-0.98519454,1.619955995,1.420329479,-1.498824273,-1.853386654,-0.406708436,-0.803453085,-0.280247192,-0.139481552,0.422577128,8,-0.76063883,15,0,1,0,-7
BOT_2020_Russia,1.591113107,-1.167065072,-0.737133021,0.739763627,1.539881725,2.44007297,1.415812395,1.880381376,-1.665750903,1.267731383,3,1.605793085,1,1,1,1,2
GIO_2020_Russia,-1.132387137,0.226445462,1.060752396,0.837782052,-0.986001437,-1.602412027,-1.004809984,-1.489092844,,-1.098700532,17,-0.084515426,11,0,1,0,6
RIC_2021_Saudi Arabia,0.124641714,-0.168555334,-0.484208352,-0.188484612,0.340736662,-0.050488208,0.009387689,-0.334267895,-0.88572748,-0.084515426,11,0.929669681,5,1,1,1,6
RUS_2021_Saudi Arabia,-0.38528018,0.609392363,-0.484208352,0.558030335,-0.093216125,-0.172949427,-0.717913871,-0.751034552,-0.843223152,-0.591607979,14,-1.436762234,19,0,0,0,-5
SAI_2021_Saudi Arabia,0.649444963,0.609392363,1.224762303,0.008706779,0.567840055,0.548730421,0.503527899,0.412493813,0.831865438,-0.76063883,15,0.422577128,8,1,1,0,7
MSC_2021_Saudi Arabia,-1.82142518,-0.687187132,-1.053865237,0.116060674,-2.283234053,-2.599551179,-2.605079338,-1.563532325,-2.358746315,-1.436762234,19,-1.605793085,20,0,0,0,-1
HAM_2021_Saudi Arabia,0.830658432,-0.427871233,0.085448533,0.706402373,0.991819746,1.412102039,1.339874115,1.125072766,1.024180102,1.605793085,1,1.605793085,1,1,1,1,0
VER_2021_Saudi Arabia,1.781972634,-1.20581893,0.085448533,-0.045805702,1.509608094,1.317151193,1.607529181,1.791636474,0.834652607,1.267731383,3,1.436762234,2,1,1,1,1
OCO_2021_Saudi Arabia,0.122569626,0.609392363,0.085448533,0.181171145,0.160174379,0.366440822,-0.235406439,0.375681616,0.340626896,0.253546277,9,1.098700532,4,1,1,1,5
TSU_2021_Saudi Arabia,0.104674325,-0.168555334,0.085448533,0.045911597,0.833210586,-0.00748656,0.152268558,1.080372242,1.064594053,0.422577128,8,-0.591607979,14,0,1,0,-6
STR_2021_Saudi Arabia,-0.609593069,-1.465134829,-1.053865237,0.753069119,-0.413056996,-0.674573012,-0.402008062,-0.745775667,0.031947925,-1.267731383,18,-0.084515426,11,0,1,0,7
LEC_2021_Saudi Arabia,0.258762285,1.12802416,2.364076073,0.248061851,0.045545343,-0.000475422,0.553093654,0.475600436,0.466746295,1.098700532,4,0.591607979,7,1,1,0,-3
ALO_2021_Saudi Arabia,0.130481233,0.609392363,-0.484208352,-0.116143731,-0.039102845,0.27669825,0.353313321,0.058833779,0.208236367,-0.422577128,13,-0.422577128,13,0,1,0,0
PER_2021_Saudi Arabia,0.978831524,0.868708261,0.655105418,-0.801934296,0.900091889,0.990712587,0.612774865,1.096148897,0.380344054,0.929669681,5,-1.098700532,17,0,0,0,-12
GAS_2021_Saudi Arabia,0.427354858,1.387340059,1.794419188,-0.475369817,0.257565968,0.337928861,0.499481716,0.922605684,1.235308156,0.76063883,6,0.76063883,6,1,1,1,0
MAZ_2021_Saudi Arabia,-2.804159764,-0.687187132,-1.053865237,-0.053620199,-2.650822656,-2.211321072,-2.116665199,-1.993446196,-2.027769992,-1.605793085,20,-1.267731383,18,0,0,0,2
RAI_2021_Saudi Arabia,-0.101969308,1.646655958,-0.484208352,-0.241165965,-0.063481525,-0.093489859,-0.078111037,-0.297455698,-0.047486392,-0.253546277,12,-0.76063883,15,0,1,0,-3
LAT_2021_Saudi Arabia,-0.686222632,0.090760565,0.655105418,-0.333785493,-0.593533089,-0.40702797,-0.685443245,-1.187522029,-0.384037053,-0.929669681,16,-0.253546277,12,0,1,0,4
VET_2021_Saudi Arabia,-0.567435507,-1.465134829,-0.484208352,-0.184803325,-0.543759955,-0.598291826,-0.217957271,-1.095491537,-0.119255995,-1.098700532,17,-0.929669681,16,0,0,0,1
NOR_2021_Saudi Arabia,0.605177639,-1.724450728,0.655105418,-0.33599306,0.729872079,0.364197258,0.486533927,0.213970894,0.270250878,0.591607979,7,0.084515426,10,1,1,0,-3
BOT_2021_Saudi Arabia,0.719330822,-0.427871233,-1.623522122,-0.737502721,0.305523015,0.866568698,0.67801958,0.583407584,0.981675774,1.436762234,2,1.267731383,3,1,1,1,-1
GIO_2021_Saudi Arabia,0.242185586,0.868708261,-0.484208352,0.897195044,0.038219428,0.335124405,0.262779957,-0.167298287,-1.004182164,0.084515426,10,0.253546277,9,1,1,0,1
VER_2022_Saudi Arabia,1.496418785,-0.869023181,-0.791545717,-0.373764852,0.777594819,2.19752628,1.717810052,1.316247722,1.322190186,1.098700532,4,1.605793085,1,1,1,1,3
SAI_2022_Saudi Arabia,0.535849523,-2.397860259,-1.19801514,-0.171083995,1.282296455,0.261448161,0.899465922,0.913766341,1.246101171,1.267731383,3,1.267731383,3,1,1,1,0
HAM_2022_Saudi Arabia,0.441991325,-0.410372058,-0.791545717,0.086943386,0.542605176,0.540033157,0.096845434,0.072062538,0.188033182,-0.76063883,15,0.084515426,10,1,1,0,5
OCO_2022_Saudi Arabia,0.315747698,0.506930189,-0.791545717,-0.331427031,0.402312852,0.40891716,0.079533547,0.696660201,0.141374824,0.929669681,5,0.76063883,6,1,1,1,-1
HUL_2022_Saudi Arabia,-1.307302869,1.11846502,1.240801395,0.065778769,-1.184744065,-0.713161299,-2.171409141,-1.449350487,-1.552682473,-1.098700532,17,-0.253546277,12,0,1,0,5
ZHO_2022_Saudi Arabia,-0.518028255,1.424232436,1.647270817,-1.387966502,-1.167908986,-0.081088737,-0.145203368,-0.651067912,-0.017263592,-0.253546277,12,-0.084515426,11,0,1,0,1
ALB_2022_Saudi Arabia,-1.042768416,0.812697604,-0.385076295,-0.095526454,-1.268919459,-1.113955751,-0.703869157,-1.365848125,-1.470133071,-0.929669681,16,-0.591607979,14,0,0,0,2
STR_2022_Saudi Arabia,-0.976119476,0.812697604,2.053740239,-0.451104455,-1.316268119,-0.629936222,-0.934959057,-0.853143626,-0.818351704,-0.422577128,13,-0.422577128,13,0,1,0,0
LEC_2022_Saudi Arabia,1.343194933,-1.939209135,0.021393127,0.088283508,1.355423829,1.025804794,1.583206142,1.371359281,1.320754544,1.436762234,2,1.436762234,2,1,1,1,0
ALO_2022_Saudi Arabia,0.586282845,0.506930189,0.834331972,0.416496532,0.849494635,0.531272623,0.276952614,0.434462786,-1.513202324,0.591607979,7,-0.929669681,16,0,0,0,-9
PER_2022_Saudi Arabia,1.287539632,-0.25748835,0.021393127,2.025577357,0.611699146,1.674084345,1.523646889,1.207694653,1.217388336,1.605793085,1,1.098700532,4,1,1,1,-3
GAS_2022_Saudi Arabia,0.41285818,0.354046481,-1.19801514,0.815680972,0.315506977,0.393951245,0.550448702,0.681629776,0.633799953,0.253546277,9,0.422577128,8,1,1,0,1
LAT_2022_Saudi Arabia,-2.198474781,0.201162773,-1.19801514,0.395870904,-2.069462534,-1.912259455,-1.098151409,-2.100668905,-0.828401196,-1.267731383,18,-1.267731383,18,0,0,0,0
NOR_2022_Saudi Arabia,-0.361277276,0.506930189,0.42786255,-1.025202475,-0.100985861,-0.629206176,-0.454911481,-0.298687947,0.357438911,-0.084515426,11,0.591607979,7,1,1,0,4
RIC_2022_Saudi Arabia,-0.906035023,-0.104604642,0.021393127,-1.015796264,-0.514848217,-1.266170038,-1.099342594,-1.051879246,0.379691359,-0.591607979,14,-1.098700532,17,0,0,0,-3
RUS_2022_Saudi Arabia,-0.42231488,-0.104604642,-0.791545717,-0.029079019,-0.193929526,0.266923495,-0.470396887,-0.180114594,0.339493389,0.76063883,6,0.929669681,5,1,1,1,1
BOT_2022_Saudi Arabia,1.088279914,-1.174790597,1.240801395,0.738424497,1.157260922,0.005640554,0.174034226,0.878695349,0.457216015,0.422577128,8,-0.76063883,15,0,0,0,-7
RIC_2019_Singapore,0.264424148,-0.366402942,0.954346712,0.619216741,0.762511924,0.271979276,-0.188404688,-0.038833647,0.345044301,-1.605793085,20,-0.591607979,14,0,1,0,6
BOT_2019_Singapore,0.972477244,-1.029417791,-1.496002954,-1.589286482,0.59148601,0.992964585,1.063466277,1.108976715,1.270571834,0.929669681,5,0.929669681,5,1,1,1,0
RUS_2019_Singapore,-1.233515033,1.45688789,-1.005933021,-0.692309045,-1.244712362,-1.547193649,-0.706955431,-0.946762506,-0.8590527,-1.267731383,18,-1.605793085,20,0,0,0,-2
SAI_2019_Singapore,0.304884325,0.296611906,-0.025793154,-0.086575807,0.2154566,0.277972957,0.386291955,0.545934093,0.665269017,0.591607979,7,-0.253546277,12,0,1,0,-5
HAM_2019_Singapore,1.145969266,0.793873042,-0.515863087,0.026295221,0.976294316,1.16863392,1.125774531,1.54891034,1.745702002,1.436762234,2,1.098700532,4,1,1,1,-2
VER_2019_Singapore,1.476252078,-0.863664079,0.954346712,1.677780165,0.941341301,1.882644763,1.273671046,1.043801364,,1.098700532,4,1.267731383,3,1,1,1,1
HUL_2019_Singapore,0.09771605,1.125380466,0.954346712,-0.747690652,0.298368403,-0.029884282,0.176771892,-0.007151184,,0.422577128,8,0.253546277,9,1,1,0,-1
ALB_2019_Singapore,0.088133377,0.62811933,0.954346712,0.107777985,0.220333765,0.098707414,-0.043018762,0.771332184,,0.76063883,6,0.76063883,6,1,1,1,0
MAG_2019_Singapore,-1.058136898,-0.034895518,-0.515863087,0.627232422,-0.910355618,-0.704445809,-1.521299208,-1.252724575,0.063220516,-0.422577128,13,-1.098700532,17,0,1,0,-4
STR_2019_Singapore,-0.100325868,0.793873042,-1.005933021,-0.251895652,-0.631273405,0.090352587,0.119256581,-0.089525587,,-0.929669681,16,-0.422577128,13,0,1,0,3
LEC_2019_Singapore,1.665852118,-1.692432639,-1.005933021,-0.174197562,1.798909453,1.525748317,1.56877937,1.736289477,1.277080467,1.605793085,1,1.436762234,2,1,1,1,-1
PER_2019_Singapore,0.004627222,-1.692432639,-1.496002954,-0.191418085,-0.199915272,-0.035333083,0.228809555,-0.692397592,,-0.76063883,15,-1.436762234,19,0,0,0,-4
GAS_2019_Singapore,-0.338751911,0.793873042,0.954346712,0.276303903,-0.733151962,-0.317580959,0.002171839,-0.207203306,-0.476345113,-0.084515426,11,0.422577128,8,1,1,0,3
GRO_2019_Singapore,-1.076161451,-0.532156654,-0.515863087,-0.384377854,-0.764040673,-1.231889717,-1.035842591,-1.160392826,-1.295781937,-1.098700532,17,-0.084515426,11,0,1,0,6
RAI_2019_Singapore,-0.826966309,-1.195171503,1.934486578,-0.50493125,-0.454178133,-0.765908281,-1.134577209,-0.763004223,0.125703388,-0.253546277,12,-1.267731383,18,0,0,0,-6
VET_2019_Singapore,1.202233248,0.296611906,0.954346712,-0.126393482,1.741196336,0.823942787,1.107972173,1.175962494,0.699764769,1.267731383,3,1.605793085,1,1,1,1,2
NOR_2019_Singapore,0.278722106,-0.366402942,-0.515863087,0.517215641,0.157743483,0.117959845,0.557468477,0.363081022,-1.278859493,0.253546277,9,0.591607979,7,1,1,0,2
KUB_2019_Singapore,-1.860495669,1.622641602,-0.025793154,1.03445821,-2.008801521,-1.749889035,-1.690193375,-1.669122656,-0.431435549,-1.436762234,19,-0.929669681,16,0,1,0,3
GIO_2019_Singapore,-1.006938043,-0.034895518,0.464276779,-0.137204417,-0.757212642,-0.868781638,-1.290142432,-0.921416536,-1.403825236,0.084515426,10,0.084515426,10,1,1,0,0
RIC_2021_Singapore,-0.103822337,0.274515667,0.38151269,0.10890278,-0.255004972,-0.244252873,-0.043105256,0.232607077,0.099797816,-0.084515426,11,-0.084515426,11,0,1,0,0
BOT_2021_Singapore,1.550891319,0.522886986,0.96141198,0.291025875,1.213717045,1.636444598,1.478293787,1.365196509,1.102199148,1.436762234,2,-0.929669681,16,0,0,0,-14
RUS_2021_Singapore,-0.194697563,0.274515667,1.541311269,0.51787041,-0.065492454,-0.313928185,-0.38851475,-0.804990983,-0.325932479,-1.098700532,17,0.422577128,8,1,1,0,9
SAI_2021_Singapore,0.371561881,1.143815281,1.251361624,-0.747608943,-0.119732244,0.460110939,0.423829814,0.774545031,0.537138938,-0.76063883,15,1.267731383,3,1,1,1,12
MSC_2021_Singapore,-1.632313136,0.398701327,-1.068235533,-0.980309586,-1.705102484,-1.687174996,-1.737808022,-1.5503079,-1.948545446,-1.605793085,20,-0.253546277,12,0,1,0,8
HAM_2021_Singapore,1.000990868,0.647072645,1.831260914,0.333349511,1.043264696,0.965775053,0.939215386,1.591714395,1.206696584,1.605793085,1,1.436762234,2,1,1,1,-1
VER_2021_Singapore,0.871615346,-0.967340923,0.38151269,1.602801512,2.146576079,1.121919214,0.964949171,1.484544642,1.000604418,1.267731383,3,0.253546277,9,1,1,0,-6
OCO_2021_Singapore,0.237842363,0.647072645,-0.778285888,-1.6419909,0.027956822,0.380788276,0.205003915,0.455471449,0.32427379,0.422577128,8,1.605793085,1,1,1,1,7
